ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
21807,HY208837,04/03/2015 12:08:00 PM,058XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0232,002,20,40,01A,1179923,1866304,2015,08/17/2015 03:03:40 PM,41.788410913,-87.615825885,"(41.788410913, -87.615825885)"
21808,HY209027,04/03/2015 02:37:00 PM,070XX S NORMAL BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0732,007,6,68,01A,1174163,1858322,2015,08/17/2015 03:03:40 PM,41.766637378,-87.637182455,"(41.766637378, -87.637182455)"
21809,HY210099,04/04/2015 12:18:00 PM,065XX S MARSHFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0725,007,15,67,01A,1166451,1861318,2015,11/28/2015 03:50:40 PM,41.7750266,-87.665364618,"(41.7750266, -87.665364618)"
21810,HY210359,04/04/2015 05:07:00 PM,078XX S SEELEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0611,006,18,71,01A,1164056,1852703,2015,08/17/2015 03:03:40 PM,41.751436547,-87.674386315,"(41.751436547, -87.674386315)"
21811,HY214108,04/08/2015 02:53:00 AM,027XX W BLOOMINGDALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1421,014,1,22,01A,1157980,1911871,2015,09/17/2015 11:34:46 AM,41.91392608,-87.695040991,"(41.91392608, -87.695040991)"
21812,HY214352,04/08/2015 11:37:00 AM,025XX E 84TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0423,004,7,46,01A,1194440,1849766,2015,08/17/2015 03:03:40 PM,41.742684668,-87.563141378,"(41.742684668, -87.563141378)"
21813,HY214581,04/08/2015 02:25:00 PM,066XX W BELDEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,2512,025,36,18,01A,1131571,1914340,2015,08/17/2015 03:03:40 PM,41.921199662,-87.792007111,"(41.921199662, -87.792007111)"
21814,HY217489,04/10/2015 11:16:00 PM,113XX S GREEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,2234,022,34,75,01A,1172679,1829705,2015,08/17/2015 03:03:40 PM,41.68814117,-87.643462515,"(41.68814117, -87.643462515)"
21815,HY218517,04/11/2015 09:27:00 PM,004XX E 72ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0323,003,6,69,01A,1180300,1857373,2015,08/17/2015 03:03:40 PM,41.76389472,-87.61471722,"(41.76389472, -87.61471722)"
21819,HY222476,04/15/2015 03:16:00 AM,045XX N BROADWAY,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1913,019,46,3,01A,1168276,1930258,2015,08/17/2015 03:03:40 PM,41.96416436,-87.656682274,"(41.96416436, -87.656682274)"
22205,HY223326,04/15/2015 05:50:00 PM,025XX W MOFFAT ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,1434,014,1,22,01A,,,2015,12/05/2015 03:54:02 PM,,,
21820,HY226249,04/18/2015 12:55:00 AM,010XX N SPRINGFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1112,011,27,23,01A,1150193,1906754,2015,08/17/2015 03:03:40 PM,41.900039997,-87.72378279,"(41.900039997, -87.72378279)"
21821,HY226327,04/18/2015 01:22:00 AM,026XX W CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,RESTAURANT,true,false,1211,012,26,24,01A,1158615,1905227,2015,08/17/2015 03:03:40 PM,41.895681406,-87.692890346,"(41.895681406, -87.692890346)"
21822,HY227673,04/19/2015 05:38:00 AM,023XX S WASHTENAW AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1034,010,12,30,01A,1158738,1888161,2015,08/17/2015 03:03:40 PM,41.848848115,-87.692906249,"(41.848848115, -87.692906249)"
21824,HY227705,04/19/2015 06:35:00 AM,027XX N LAVERGNE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2521,025,31,19,01A,1142577,1917911,2015,08/17/2015 03:03:40 PM,41.930801083,-87.751478832,"(41.930801083, -87.751478832)"
21823,HY227705,04/19/2015 06:35:00 AM,027XX N LAVERGNE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2521,025,31,19,01A,1142577,1917911,2015,08/17/2015 03:03:40 PM,41.930801083,-87.751478832,"(41.930801083, -87.751478832)"
21826,HY229305,04/20/2015 03:54:00 PM,060XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0313,003,20,42,01A,1179958,1864968,2015,08/17/2015 03:03:40 PM,41.784744,-87.615738439,"(41.784744, -87.615738439)"
21825,HY229848,04/20/2015 10:17:00 PM,102XX S MAY ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2232,022,34,73,01A,1170459,1836977,2015,08/17/2015 03:03:40 PM,41.708145189,-87.651378966,"(41.708145189, -87.651378966)"
21827,HY229969,04/21/2015 02:35:00 AM,000XX W 43RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0215,002,3,38,01A,1176915,1876510,2015,08/17/2015 03:03:40 PM,41.816485491,-87.6265473,"(41.816485491, -87.6265473)"
21829,HY230461,04/21/2015 01:49:00 PM,034XX W OGDEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,LIQUOR STORE,false,false,1024,010,24,29,01A,1153548,1890574,2015,08/17/2015 03:03:40 PM,41.855574302,-87.71189003,"(41.855574302, -87.71189003)"
21828,HY231077,04/21/2015 10:11:00 PM,072XX S BENNETT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,true,0324,003,5,43,01A,1189960,1857371,2015,08/17/2015 03:03:40 PM,41.76366232,-87.579311694,"(41.76366232, -87.579311694)"
21830,HY233228,04/23/2015 06:10:00 PM,014XX E 73RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,003,5,43,01A,1187233,1856882,2015,08/17/2015 03:03:40 PM,41.762385622,-87.589322086,"(41.762385622, -87.589322086)"
21831,HY233901,04/24/2015 10:20:00 AM,070XX S TALMAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0831,008,18,66,01A,1159921,1857938,2015,08/17/2015 03:03:40 PM,41.765888079,-87.689395594,"(41.765888079, -87.689395594)"
21832,HY234893,04/24/2015 11:21:00 PM,093XX S LA SALLE ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0634,006,21,49,01A,1176922,1843044,2015,08/17/2015 03:03:40 PM,41.724650968,-87.627529047,"(41.724650968, -87.627529047)"
21833,HY234991,04/25/2015 02:26:00 AM,034XX S HAMILTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0912,009,11,59,01A,1162583,1881752,2015,08/17/2015 03:03:40 PM,41.831181589,-87.678973942,"(41.831181589, -87.678973942)"
21835,HY236576,04/26/2015 01:15:00 PM,035XX W FLOURNOY ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1133,011,24,27,01A,1152944,1896804,2015,08/17/2015 03:03:40 PM,41.872682099,-87.713942029,"(41.872682099, -87.713942029)"
10047709,HY237154,04/26/2015 09:58:36 PM,087XX S LAFAYETTE AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,false,false,0634,006,21,44,01B,1177462,1847094,2015,08/17/2015 03:03:40 PM,41.735752519,-87.625429032,"(41.735752519, -87.625429032)"
21836,HY239281,04/28/2015 03:30:00 PM,132XX S FORRESTVILLE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0533,005,9,54,01A,1182321,1817693,2015,08/17/2015 03:03:40 PM,41.65496118,-87.608534028,"(41.65496118, -87.608534028)"
21840,HY240344,04/29/2015 12:45:00 PM,012XX W WASHBURNE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,CHA PARKING LOT,true,false,1233,012,2,28,01A,1168296,1894531,2015,08/31/2015 03:38:55 PM,41.866126984,-87.657643628,"(41.866126984, -87.657643628)"
21839,HY240475,04/29/2015 02:01:00 PM,048XX S WINCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0931,009,20,61,01A,1164172,1872502,2015,08/17/2015 03:03:40 PM,41.805765182,-87.673404434,"(41.805765182, -87.673404434)"
21842,HY241278,04/30/2015 07:37:00 AM,048XX N LAKE SHORE DR NB,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2024,020,48,3,01A,1170545,1932813,2015,08/17/2015 03:03:40 PM,41.971125877,-87.648264775,"(41.971125877, -87.648264775)"
21843,HY242429,05/01/2015 12:44:00 AM,080XX S PRINCETON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0623,006,17,44,01A,1175682,1851641,2015,12/16/2015 03:52:48 PM,41.748270051,-87.631814453,"(41.748270051, -87.631814453)"
21846,HY243229,05/01/2015 05:14:00 PM,042XX W GRENSHAW ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1132,011,24,29,01A,1148274,1894699,2015,08/17/2015 03:03:40 PM,41.866996922,-87.73114209,"(41.866996922, -87.73114209)"
21848,HY243229,05/01/2015 05:34:00 PM,042XX W GRENSHAW ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1132,011,24,29,01A,1148274,1894699,2015,08/17/2015 03:03:40 PM,41.866996922,-87.73114209,"(41.866996922, -87.73114209)"
21844,HY243252,05/01/2015 06:15:00 PM,013XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0411,004,5,43,01A,1186309,1855533,2015,08/17/2015 03:03:40 PM,41.758705721,-87.592751196,"(41.758705721, -87.592751196)"
21845,HY243592,05/01/2015 11:30:00 PM,079XX S ABERDEEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0612,006,17,71,01A,1170363,1852094,2015,08/17/2015 03:03:40 PM,41.749630493,-87.651291874,"(41.749630493, -87.651291874)"
21849,HY244929,05/03/2015 01:05:00 AM,031XX W 64TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0823,008,15,66,01A,1156356,1862019,2015,08/17/2015 03:03:40 PM,41.777159455,-87.702352906,"(41.777159455, -87.702352906)"
21852,HY248286,05/05/2015 04:49:00 PM,062XX N BELL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,2413,024,50,2,01A,1160181,1941554,2015,08/17/2015 03:03:40 PM,41.995332628,-87.686131356,"(41.995332628, -87.686131356)"
21856,HY250608,05/07/2015 01:04:00 PM,083XX S BRANDON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0424,004,10,46,01A,1198937,1850030,2015,08/17/2015 03:03:40 PM,41.743297474,-87.546655814,"(41.743297474, -87.546655814)"
21853,HY251159,05/07/2015 08:15:00 PM,070XX S SANGAMON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0733,007,17,68,01A,1171191,1858131,2015,08/17/2015 03:03:40 PM,41.766178742,-87.648081529,"(41.766178742, -87.648081529)"
21854,HY253376,05/09/2015 01:22:00 PM,072XX S GREEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0733,007,17,68,01A,1171889,1856864,2015,08/17/2015 03:03:40 PM,41.76268665,-87.645560247,"(41.76268665, -87.645560247)"
21855,HY254085,05/10/2015 12:35:00 AM,074XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0323,003,6,69,01A,1182851,1855760,2015,08/17/2015 03:03:40 PM,41.759409623,-87.605417347,"(41.759409623, -87.605417347)"
21857,HY213507,05/10/2015 07:00:00 AM,047XX N BROADWAY,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1913,019,48,3,01A,1167563,1931722,2015,08/17/2015 03:03:40 PM,41.968197047,-87.659261403,"(41.968197047, -87.659261403)"
21858,HY254429,05/10/2015 10:42:00 AM,052XX W THOMAS ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,true,1524,015,37,25,01A,1141268,1906827,2015,09/24/2015 07:47:58 PM,41.90040965,-87.756563117,"(41.90040965, -87.756563117)"
22118,HX354510,05/11/2015 06:45:00 AM,049XX W 46TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0814,008,23,56,01A,,,2015,09/30/2015 03:35:37 PM,,,
21860,HY259141,05/13/2015 08:05:00 PM,002XX W 107TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0513,005,34,49,01A,1176567,1833986,2015,08/17/2015 03:03:40 PM,41.699802541,-87.629100771,"(41.699802541, -87.629100771)"
21861,HY259141,05/13/2015 11:23:00 PM,002XX W 107TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0513,005,34,49,01A,1176567,1833986,2015,08/17/2015 03:03:40 PM,41.699802541,-87.629100771,"(41.699802541, -87.629100771)"
21862,HY260356,05/14/2015 07:24:00 PM,064XX S DAMEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0726,007,15,67,01A,1164136,1861909,2015,08/17/2015 03:03:40 PM,41.776697412,-87.6738345,"(41.776697412, -87.6738345)"
21863,HY262032,05/16/2015 01:20:00 AM,013XX W HASTINGS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1233,012,2,28,01A,1167603,1893850,2015,08/17/2015 03:03:40 PM,41.864273203,-87.660207278,"(41.864273203, -87.660207278)"
21866,HY265180,05/18/2015 12:16:00 PM,031XX W 85TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,DRIVEWAY,false,false,0835,008,18,70,01A,1156940,1848070,2015,08/17/2015 03:03:40 PM,41.738869436,-87.700588072,"(41.738869436, -87.700588072)"
21867,HY267833,05/20/2015 11:44:00 AM,022XX W 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0825,008,15,66,01A,1162394,1862818,2015,08/17/2015 03:03:40 PM,41.779228314,-87.680195316,"(41.779228314, -87.680195316)"
21874,HY267522,05/20/2015 02:53:00 PM,039XX W SCHOOL ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,1732,017,30,21,01A,1149693,1921655,2015,08/17/2015 03:03:40 PM,41.940939441,-87.725231207,"(41.940939441, -87.725231207)"
21868,HY268571,05/20/2015 08:12:00 PM,048XX S KARLOV AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0815,008,14,57,01A,1149843,1872298,2015,08/17/2015 03:03:40 PM,41.80549527,-87.725963532,"(41.80549527, -87.725963532)"
21875,HY269141,05/21/2015 12:12:00 PM,084XX S COMMERCIAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0424,004,7,46,01A,1197600,1849783,2015,08/17/2015 03:03:40 PM,41.742653123,-87.551562764,"(41.742653123, -87.551562764)"
21877,HY270036,05/22/2015 05:33:00 PM,013XX W 31ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0913,009,11,60,01A,1167829,1884227,2015,08/17/2015 03:03:40 PM,41.837861963,-87.659654778,"(41.837861963, -87.659654778)"
21876,HY271504,05/23/2015 01:46:00 AM,017XX W PIERCE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1433,014,1,24,01A,1164469,1910424,2015,08/17/2015 03:03:40 PM,41.909820423,-87.67124264,"(41.909820423, -87.67124264)"
21878,HY271518,05/23/2015 02:51:00 AM,010XX W 14TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1232,012,25,28,01A,1169791,1893234,2015,08/17/2015 03:03:40 PM,41.862535492,-87.652193172,"(41.862535492, -87.652193172)"
21879,HY271945,05/23/2015 01:15:00 PM,000XX N LARAMIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,1533,015,28,25,01A,1141718,1899725,2015,08/17/2015 03:03:40 PM,41.880912591,-87.75508602,"(41.880912591, -87.75508602)"
21889,HY242453,05/23/2015 06:19:00 PM,037XX S VINCENNES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0212,002,4,36,01A,1180865,1880147,2015,08/17/2015 03:03:40 PM,41.826375628,-87.611945922,"(41.826375628, -87.611945922)"
21880,HY272649,05/24/2015 12:01:00 AM,047XX N TROY ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1713,017,33,14,01A,1154525,1931276,2015,08/17/2015 03:03:40 PM,41.967244668,-87.707213378,"(41.967244668, -87.707213378)"
21881,HY272708,05/24/2015 12:48:00 AM,079XX S EAST END AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0414,004,8,46,01A,1189028,1852668,2015,08/17/2015 03:03:40 PM,41.750779238,-87.582877986,"(41.750779238, -87.582877986)"
21882,HY272716,05/24/2015 01:35:00 AM,061XX S HONORE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0714,007,15,67,01A,1165072,1863943,2015,08/17/2015 03:03:40 PM,41.782259223,-87.670345664,"(41.782259223, -87.670345664)"
21884,HY273377,05/24/2015 04:45:00 PM,033XX W DIVISION ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1422,014,26,23,01A,1153977,1907787,2015,08/17/2015 03:03:40 PM,41.902800026,-87.709856412,"(41.902800026, -87.709856412)"
21883,HY273328,05/24/2015 05:25:00 PM,032XX W MAYPOLE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1123,011,28,27,01A,1154669,1900797,2015,08/17/2015 03:03:40 PM,41.88360497,-87.707501835,"(41.88360497, -87.707501835)"
21885,HY273621,05/24/2015 08:20:00 PM,044XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0221,002,4,39,01A,1182342,1875656,2015,08/17/2015 03:03:40 PM,41.814017834,-87.60666652,"(41.814017834, -87.60666652)"
21886,HY274367,05/25/2015 02:33:00 PM,041XX N HAMLIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1723,017,39,16,01A,1150314,1927422,2015,08/17/2015 03:03:40 PM,41.95675242,-87.722797798,"(41.95675242, -87.722797798)"
21887,HY274555,05/25/2015 07:46:00 PM,000XX E 36TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0213,002,3,35,01A,1177520,1880982,2015,08/17/2015 03:03:40 PM,41.828743353,-87.624192644,"(41.828743353, -87.624192644)"
21888,HY274690,05/25/2015 08:38:00 PM,049XX W ERIE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1532,015,37,25,01A,1143218,1903861,2015,08/17/2015 03:03:40 PM,41.892234406,-87.749474726,"(41.892234406, -87.749474726)"
21891,HY278426,05/28/2015 02:40:00 PM,036XX W 55TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0822,008,23,62,01A,1152947,1867552,2015,08/17/2015 03:03:40 PM,41.792410804,-87.71470444,"(41.792410804, -87.71470444)"
21890,HY278426,05/28/2015 02:40:00 PM,036XX W 55TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0822,008,23,62,01A,1152947,1867552,2015,08/17/2015 03:03:40 PM,41.792410804,-87.71470444,"(41.792410804, -87.71470444)"
21892,HY279192,05/29/2015 02:00:00 AM,048XX N KENMORE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2024,020,46,3,01A,1168381,1932320,2015,08/17/2015 03:03:40 PM,41.969820278,-87.656236308,"(41.969820278, -87.656236308)"
22203,G032677,05/30/2015 12:00:00 AM,063XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,true,0312,003,20,42,01A,,,2015,12/04/2015 03:56:18 PM,,,
21894,HY280557,05/30/2015 01:06:00 AM,009XX W 18TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,TAVERN,true,false,1235,012,25,31,01A,1170104,1891594,2015,08/17/2015 03:03:40 PM,41.85802838,-87.651092033,"(41.85802838, -87.651092033)"
21895,HY280528,05/30/2015 01:41:00 AM,021XX S FAIRFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1023,010,28,30,01A,1158364,1889551,2015,08/17/2015 03:03:40 PM,41.852670072,-87.6942409,"(41.852670072, -87.6942409)"
21893,HY280615,05/30/2015 02:04:00 AM,009XX W OAKDALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1933,019,44,6,01A,1169448,1919781,2015,08/17/2015 03:03:40 PM,41.935389593,-87.652679121,"(41.935389593, -87.652679121)"
21900,HY280584,05/30/2015 03:24:00 PM,068XX S RIDGELAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,false,false,0332,003,5,43,01A,1189048,1859899,2015,08/17/2015 03:03:40 PM,41.770621253,-87.582573441,"(41.770621253, -87.582573441)"
21896,HY282127,05/31/2015 12:49:00 PM,000XX E 88TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0632,006,6,44,01A,1178107,1846660,2015,08/17/2015 03:03:40 PM,41.734546987,-87.62307913,"(41.734546987, -87.62307913)"
21897,HY282612,05/31/2015 07:48:00 PM,001XX N CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1113,011,28,25,01A,1144352,1900689,2015,08/17/2015 03:03:40 PM,41.883508816,-87.745389793,"(41.883508816, -87.745389793)"
21898,HY282604,05/31/2015 07:58:00 PM,049XX W LAKE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1532,015,28,25,01A,1143348,1901894,2015,08/17/2015 03:03:40 PM,41.886834297,-87.749046475,"(41.886834297, -87.749046475)"
21899,HY283497,06/01/2015 03:00:00 PM,007XX N HAMLIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1112,011,27,23,01A,1150923,1904681,2015,08/17/2015 03:03:40 PM,41.894337212,-87.721155793,"(41.894337212, -87.721155793)"
21901,HY283451,06/02/2015 02:29:00 PM,001XX N KARLOV AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,1114,011,28,26,01A,1149043,1900361,2015,08/17/2015 03:03:40 PM,41.882519264,-87.728172413,"(41.882519264, -87.728172413)"
10097071,HY285524,06/02/2015 09:41:19 PM,064XX S ASHLAND AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,false,false,0725,007,15,67,01B,1166774,1862112,2015,08/17/2015 03:03:40 PM,41.777198547,-87.664157893,"(41.777198547, -87.664157893)"
21902,HY286550,06/03/2015 04:50:00 PM,015XX W CHASE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,2423,024,49,1,01A,1164771,1948341,2015,12/09/2015 04:02:29 PM,42.013859865,-87.669053379,"(42.013859865, -87.669053379)"
21903,HY288244,06/04/2015 10:31:00 PM,013XX E 94TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0413,004,8,47,01A,1186737,1842923,2015,08/17/2015 03:03:40 PM,41.724092476,-87.591580972,"(41.724092476, -87.591580972)"
21904,HY289299,06/05/2015 08:24:00 PM,013XX W 122ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0524,005,34,53,01A,1169790,1823863,2015,08/17/2015 03:03:40 PM,41.67217274,-87.654207497,"(41.67217274, -87.654207497)"
21905,HY289570,06/05/2015 11:27:00 PM,023XX S WASHTENAW AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1034,010,12,30,01A,1158736,1888208,2015,08/17/2015 03:03:40 PM,41.848977129,-87.692912303,"(41.848977129, -87.692912303)"
21906,HY289763,06/06/2015 02:13:00 AM,001XX W PERSHING RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0213,009,3,34,01A,1175565,1880034,2015,11/20/2015 03:54:58 PM,41.82618602,-87.63139377,"(41.82618602, -87.63139377)"
21908,HY291065,06/07/2015 03:50:00 AM,016XX N CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2533,025,37,25,01A,1144091,1910384,2015,08/17/2015 03:03:40 PM,41.910117898,-87.746104545,"(41.910117898, -87.746104545)"
21907,HY291065,06/07/2015 03:50:00 AM,016XX N CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2533,025,37,25,01A,1144091,1910384,2015,08/17/2015 03:03:40 PM,41.910117898,-87.746104545,"(41.910117898, -87.746104545)"
22242,HY287885,06/08/2015 04:45:00 PM,078XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0624,006,6,69,01A,,,2015,12/29/2015 03:55:21 PM,,,
21909,HY293164,06/08/2015 07:52:00 PM,092XX S ABERDEEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2222,022,21,73,01A,1170609,1843557,2015,08/17/2015 03:03:40 PM,41.726198426,-87.650638587,"(41.726198426, -87.650638587)"
21915,HY259141,06/10/2015 12:01:00 AM,002XX W 107TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0513,005,34,49,01A,1176567,1833986,2015,08/17/2015 03:03:40 PM,41.699802541,-87.629100771,"(41.699802541, -87.629100771)"
21910,HY294819,06/10/2015 12:44:00 AM,056XX S ARTESIAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0824,008,16,63,01A,1160992,1867151,2015,08/17/2015 03:03:40 PM,41.791147759,-87.685215478,"(41.791147759, -87.685215478)"
21911,HY295935,06/10/2015 08:35:00 PM,009XX W 32ND PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0913,009,11,60,01A,1170406,1883428,2015,08/31/2015 03:38:55 PM,41.835613582,-87.65022194,"(41.835613582, -87.65022194)"
21912,HY295320,06/11/2015 03:45:00 PM,030XX W 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0823,008,15,66,01A,1157012,1862702,2015,08/17/2015 03:03:40 PM,41.779020474,-87.699929557,"(41.779020474, -87.699929557)"
21913,HY297544,06/12/2015 12:45:00 AM,085XX W BRYN MAWR AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1614,016,41,76,01A,1118340,1936068,2015,08/17/2015 03:03:40 PM,41.981043015,-87.840162775,"(41.981043015, -87.840162775)"
21914,HY297548,06/12/2015 01:45:00 AM,042XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0213,002,3,38,01A,1179138,1876966,2015,08/17/2015 03:03:40 PM,41.817686328,-87.618378979,"(41.817686328, -87.618378979)"
21916,HY297895,06/12/2015 12:00:00 PM,051XX W THOMAS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1531,015,37,25,01A,1141744,1906837,2015,08/17/2015 03:03:40 PM,41.900428297,-87.754814476,"(41.900428297, -87.754814476)"
21917,HY298981,06/13/2015 05:48:00 AM,073XX S GREEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0733,007,17,68,01A,1171908,1856167,2015,08/17/2015 03:03:40 PM,41.760773578,-87.645511035,"(41.760773578, -87.645511035)"
21924,HY283395,06/13/2015 04:45:00 PM,076XX N ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2422,024,49,1,01A,1164298,1950870,2015,08/17/2015 03:03:40 PM,42.020809541,-87.670721771,"(42.020809541, -87.670721771)"
